team,player,track,score
z¢,Zyra,N64 Sherbet Land,15
z¢,Zyra,Wii Dry Dry Ruins,4
z¢,Zyra,GBA Bowser Castle 3,2
z¢,Zyra,N64 Bowser's Castle,12
z¢,Zyra,Wii Wario's Gold Mine,6
z¢,Zyra,SNES Mario Circuit 3,12
z¢,Zyra,Wii Koopa Cape,8
z¢,Zyra,Wii Grumble Volcano,10
z¢,Zyra,Wii DK Summit,4
z¢,Zyra,Wii Rainbow Road,8
z¢,Zyra,GCN Waluigi Stadium,6
z¢,Zyra,DS Peach Gardens,4
z¢,Theodor,N64 Sherbet Land,10
z¢,Theodor,Wii Dry Dry Ruins,15
z¢,Theodor,GBA Bowser Castle 3,4
z¢,Theodor,N64 Bowser's Castle,2
z¢,Theodor,Wii Wario's Gold Mine,10
z¢,Theodor,SNES Mario Circuit 3,6
z¢,Theodor,Wii Koopa Cape,10
z¢,Theodor,Wii Grumble Volcano,3
z¢,Theodor,Wii DK Summit,12
z¢,Theodor,Wii Rainbow Road,12
z¢,Theodor,GCN Waluigi Stadium,4
z¢,Theodor,DS Peach Gardens,3
z¢,swig,N64 Sherbet Land,3
z¢,swig,Wii Dry Dry Ruins,3
z¢,swig,GBA Bowser Castle 3,3
z¢,swig,N64 Bowser's Castle,15
z¢,swig,Wii Wario's Gold Mine,12
z¢,swig,SNES Mario Circuit 3,3
z¢,swig,Wii Koopa Cape,15
z¢,swig,Wii Grumble Volcano,6
z¢,swig,Wii DK Summit,2
z¢,swig,Wii Rainbow Road,4
z¢,swig,GCN Waluigi Stadium,8
z¢,swig,DS Peach Gardens,12
z¢,Cormac,N64 Sherbet Land,2
z¢,Cormac,Wii Dry Dry Ruins,10
z¢,Cormac,GBA Bowser Castle 3,15
z¢,Cormac,N64 Bowser's Castle,3
z¢,Cormac,Wii Wario's Gold Mine,8
z¢,Cormac,SNES Mario Circuit 3,10
z¢,Cormac,Wii Koopa Cape,2
z¢,Cormac,Wii Grumble Volcano,12
z¢,Cormac,Wii DK Summit,3
z¢,Cormac,Wii Rainbow Road,6
z¢,Cormac,GCN Waluigi Stadium,3
z¢,Cormac,DS Peach Gardens,8
z¢,Fear (bag),N64 Sherbet Land,1
z¢,Fear (bag),Wii Dry Dry Ruins,0
z¢,Fear (bag),GBA Bowser Castle 3,1
z¢,Fear (bag),N64 Bowser's Castle,1
z¢,Fear (bag),Wii Wario's Gold Mine,1
z¢,Fear (bag),SNES Mario Circuit 3,0
z¢,Fear (bag),Wii Koopa Cape,0
z¢,Fear (bag),Wii Grumble Volcano,0
z¢,Fear (bag),Wii DK Summit,1
z¢,Fear (bag),Wii Rainbow Road,1
z¢,Fear (bag),GCN Waluigi Stadium,0
z¢,Fear (bag),DS Peach Gardens,1
LV,Ivan,N64 Sherbet Land,8
LV,Ivan,Wii Dry Dry Ruins,6
LV,Ivan,GBA Bowser Castle 3,8
LV,Ivan,N64 Bowser's Castle,8
LV,Ivan,Wii Wario's Gold Mine,3
LV,Ivan,SNES Mario Circuit 3,15
LV,Ivan,Wii Koopa Cape,12
LV,Ivan,Wii Grumble Volcano,2
LV,Ivan,Wii DK Summit,6
LV,Ivan,Wii Rainbow Road,15
LV,Ivan,GCN Waluigi Stadium,10
LV,Ivan,DS Peach Gardens,10
LV,BiggestBurgerBC3,N64 Sherbet Land,12
LV,BiggestBurgerBC3,Wii Dry Dry Ruins,8
LV,BiggestBurgerBC3,GBA Bowser Castle 3,10
LV,BiggestBurgerBC3,N64 Bowser's Castle,10
LV,BiggestBurgerBC3,Wii Wario's Gold Mine,2
LV,BiggestBurgerBC3,SNES Mario Circuit 3,2
LV,BiggestBurgerBC3,Wii Koopa Cape,6
LV,BiggestBurgerBC3,Wii Grumble Volcano,8
LV,BiggestBurgerBC3,Wii DK Summit,8
LV,BiggestBurgerBC3,Wii Rainbow Road,10
LV,BiggestBurgerBC3,GCN Waluigi Stadium,12
LV,BiggestBurgerBC3,DS Peach Gardens,6
LV,Commander Erwin,N64 Sherbet Land,6
LV,Commander Erwin,Wii Dry Dry Ruins,12
LV,Commander Erwin,GBA Bowser Castle 3,12
LV,Commander Erwin,N64 Bowser's Castle,6
LV,Commander Erwin,Wii Wario's Gold Mine,4
LV,Commander Erwin,SNES Mario Circuit 3,4
LV,Commander Erwin,Wii Koopa Cape,4
LV,Commander Erwin,Wii Grumble Volcano,4
LV,Commander Erwin,Wii DK Summit,10
LV,Commander Erwin,Wii Rainbow Road,2
LV,Commander Erwin,GCN Waluigi Stadium,15
LV,Commander Erwin,DS Peach Gardens,15
LV,Stubbz,N64 Sherbet Land,4
LV,Stubbz,Wii Dry Dry Ruins,2
LV,Stubbz,GBA Bowser Castle 3,6
LV,Stubbz,N64 Bowser's Castle,4
LV,Stubbz,Wii Wario's Gold Mine,15
LV,Stubbz,SNES Mario Circuit 3,8
LV,Stubbz,Wii Koopa Cape,3
LV,Stubbz,Wii Grumble Volcano,15
LV,Stubbz,Wii DK Summit,15
LV,Stubbz,Wii Rainbow Road,3
LV,Stubbz,GCN Waluigi Stadium,2
LV,Stubbz,DS Peach Gardens,2
LV,Kaizo (bag),N64 Sherbet Land,0
LV,Kaizo (bag),Wii Dry Dry Ruins,1
LV,Kaizo (bag),GBA Bowser Castle 3,0
LV,Kaizo (bag),N64 Bowser's Castle,0
LV,Kaizo (bag),Wii Wario's Gold Mine,0
LV,Kaizo (bag),SNES Mario Circuit 3,1
LV,Kaizo (bag),Wii Koopa Cape,1
LV,Kaizo (bag),Wii Grumble Volcano,1
LV,Kaizo (bag),Wii DK Summit,0
LV,Kaizo (bag),Wii Rainbow Road,0
LV,Kaizo (bag),GCN Waluigi Stadium,1
LV,Kaizo (bag),DS Peach Gardens,0
LV,BiggestBurgerBC3,N64 Sherbet Land,2
LV,BiggestBurgerBC3,GBA Bowser Castle 3,8
LV,BiggestBurgerBC3,Wii Rainbow Road,6
LV,BiggestBurgerBC3,GCN DK Mountain,8
LV,BiggestBurgerBC3,Wii Moonview Highway,15
LV,BiggestBurgerBC3,GCN Waluigi Stadium,15
LV,BiggestBurgerBC3,Wii Toad's Factory,4
LV,BiggestBurgerBC3,Wii Grumble Volcano,15
LV,BiggestBurgerBC3,DS Peach Gardens,3
LV,BiggestBurgerBC3,Wii Dry Dry Ruins,12
LV,BiggestBurgerBC3,DS Delfino Square,10
LV,BiggestBurgerBC3,SNES Ghost Valley 2,3
LV,Stubbz,N64 Sherbet Land,3
LV,Stubbz,GBA Bowser Castle 3,15
LV,Stubbz,Wii Rainbow Road,8
LV,Stubbz,GCN DK Mountain,4
LV,Stubbz,Wii Moonview Highway,8
LV,Stubbz,GCN Waluigi Stadium,10
LV,Stubbz,Wii Toad's Factory,10
LV,Stubbz,Wii Grumble Volcano,12
LV,Stubbz,DS Peach Gardens,10
LV,Stubbz,Wii Dry Dry Ruins,8
LV,Stubbz,DS Delfino Square,3
LV,Stubbz (bag),SNES Ghost Valley 2,1
LV,Commander Erwin,N64 Sherbet Land,12
LV,Commander Erwin,GBA Bowser Castle 3,4
LV,Commander Erwin,Wii Rainbow Road,2
LV,Commander Erwin,GCN DK Mountain,2
LV,Commander Erwin,Wii Moonview Highway,3
LV,Commander Erwin,GCN Waluigi Stadium,8
LV,Commander Erwin,Wii Toad's Factory,12
LV,Commander Erwin,Wii Grumble Volcano,6
LV,Commander Erwin,DS Peach Gardens,12
LV,Commander Erwin,Wii Dry Dry Ruins,6
LV,Commander Erwin,DS Delfino Square,15
LV,Commander Erwin,SNES Ghost Valley 2,8
LV,Ivan,N64 Sherbet Land,15
LV,Ivan,GBA Bowser Castle 3,12
LV,Ivan,Wii Rainbow Road,3
LV,Ivan,GCN DK Mountain,10
LV,Ivan,Wii Moonview Highway,2
LV,Ivan,GCN Waluigi Stadium,3
LV,Ivan,Wii Toad's Factory,3
LV,Ivan,Wii Grumble Volcano,10
LV,Ivan,DS Peach Gardens,8
LV,Ivan,Wii Dry Dry Ruins,15
LV,Ivan,DS Delfino Square,6
LV,Ivan,SNES Ghost Valley 2,2
LV,Kaizo (bag),N64 Sherbet Land,0
LV,Kaizo (bag),GBA Bowser Castle 3,1
LV,Kaizo (bag),Wii Rainbow Road,1
LV,Kaizo (bag),GCN DK Mountain,0
LV,Kaizo (bag),Wii Moonview Highway,1
LV,Kaizo (bag),GCN Waluigi Stadium,0
LV,Kaizo (bag),Wii Toad's Factory,0
LV,Kaizo (bag),Wii Grumble Volcano,1
LV,Kaizo (bag),DS Peach Gardens,0
LV,Kaizo (bag),Wii Dry Dry Ruins,1
LV,Kaizo (bag),DS Delfino Square,1
LV,Kaizo (bag),SNES Ghost Valley 2,0
z¢,Cormac,N64 Sherbet Land,4
z¢,Cormac,GBA Bowser Castle 3,3
z¢,Cormac,Wii Rainbow Road,10
z¢,Cormac,GCN DK Mountain,12
z¢,Cormac,Wii Moonview Highway,12
z¢,Cormac,GCN Waluigi Stadium,12
z¢,Cormac,Wii Toad's Factory,6
z¢,Cormac,Wii Grumble Volcano,4
z¢,Cormac,DS Peach Gardens,15
z¢,Cormac,Wii Dry Dry Ruins,4
z¢,Cormac,DS Delfino Square,12
z¢,Cormac,SNES Ghost Valley 2,15
z¢,swig,N64 Sherbet Land,10
z¢,swig,GBA Bowser Castle 3,10
z¢,swig,Wii Rainbow Road,15
z¢,swig,GCN DK Mountain,15
z¢,swig,Wii Moonview Highway,10
z¢,swig,GCN Waluigi Stadium,2
z¢,swig,Wii Toad's Factory,15
z¢,swig,Wii Grumble Volcano,8
z¢,swig,DS Peach Gardens,6
z¢,swig,Wii Dry Dry Ruins,3
z¢,swig,DS Delfino Square,8
z¢,swig,SNES Ghost Valley 2,4
z¢,Theodor,N64 Sherbet Land,6
z¢,Theodor,GBA Bowser Castle 3,6
z¢,Theodor,Wii Rainbow Road,4
z¢,Theodor,GCN DK Mountain,6
z¢,Theodor,Wii Moonview Highway,6
z¢,Theodor,GCN Waluigi Stadium,4
z¢,Theodor,Wii Toad's Factory,8
z¢,Theodor,Wii Grumble Volcano,3
z¢,Theodor,DS Peach Gardens,4
z¢,Theodor,Wii Dry Dry Ruins,10
z¢,Theodor,DS Delfino Square,4
z¢,Theodor,SNES Ghost Valley 2,10
z¢,Zyra,N64 Sherbet Land,8
z¢,Zyra,GBA Bowser Castle 3,2
z¢,Zyra,Wii Rainbow Road,12
z¢,Zyra,GCN DK Mountain,3
z¢,Zyra,Wii Moonview Highway,4
z¢,Zyra,GCN Waluigi Stadium,6
z¢,Zyra,Wii Toad's Factory,2
z¢,Zyra,Wii Grumble Volcano,2
z¢,Zyra,DS Peach Gardens,2
z¢,Zyra,Wii Dry Dry Ruins,2
z¢,Zyra,DS Delfino Square,2
z¢,Zyra,SNES Ghost Valley 2,12
z¢,Fear (bag),N64 Sherbet Land,1
z¢,Fear (bag),GBA Bowser Castle 3,0
z¢,Fear (bag),Wii Rainbow Road,0
z¢,Fear (bag),GCN DK Mountain,1
z¢,Fear (bag),Wii Moonview Highway,0
z¢,Fear (bag),GCN Waluigi Stadium,1
z¢,Fear (bag),Wii Toad's Factory,1
z¢,Fear (bag),Wii Grumble Volcano,0
z¢,Fear (bag),DS Peach Gardens,1
z¢,Fear (bag),Wii Dry Dry Ruins,0
z¢,Fear (bag),DS Delfino Square,0
z¢,Fear,SNES Ghost Valley 2,6
ai,ego death party,Wii Maple Treeway,6
ai,ego death party,Wii Koopa Cape,6
ai,ego death party,N64 Sherbet Land,10
ai,ego death party,Wii Bowser's Castle,15
ai,ego death party,GBA Bowser Castle 3,6
ai,ego death party,DS Delfino Square,15
ai,ego death party,N64 Bowser's Castle,12
ai,ego death party,DS Peach Gardens,15
ai,ego death party,GCN DK Mountain,12
ai,ego death party,Wii Luigi Circuit,3
ai,ego death party,Wii Moonview Highway,12
ai,ego death party,Wii Mario Circuit,8
ai,barney,Wii Maple Treeway,3
ai,barney,Wii Koopa Cape,12
ai,barney,N64 Sherbet Land,12
ai,barney,Wii Bowser's Castle,2
ai,barney,GBA Bowser Castle 3,12
ai,barney,DS Delfino Square,8
ai,barney,N64 Bowser's Castle,8
ai,barney,DS Peach Gardens,12
ai,barney,GCN DK Mountain,10
ai,barney,Wii Luigi Circuit,2
ai,barney,Wii Moonview Highway,10
ai,barney,Wii Mario Circuit,15
ai,Gizbro,Wii Maple Treeway,10
ai,Gizbro,Wii Koopa Cape,10
ai,Gizbro,N64 Sherbet Land,15
ai,Gizbro,Wii Bowser's Castle,8
ai,Gizbro,GBA Bowser Castle 3,8
ai,Gizbro,DS Delfino Square,6
ai,Gizbro,N64 Bowser's Castle,3
ai,Gizbro,DS Peach Gardens,10
ai,Gizbro,GCN DK Mountain,2
ai,Gizbro,Wii Luigi Circuit,10
ai,Gizbro,Wii Moonview Highway,2
ai,Gizbro,Wii Mario Circuit,12
ai,Fox,Wii Maple Treeway,12
ai,Fox,Wii Koopa Cape,2
ai,Fox,N64 Sherbet Land,2
ai,Fox,Wii Bowser's Castle,3
ai,Fox,GBA Bowser Castle 3,10
ai,Fox,DS Delfino Square,2
ai,Fox,N64 Bowser's Castle,15
ai,Fox,DS Peach Gardens,6
ai,Fox,GCN DK Mountain,6
ai,Fox,Wii Luigi Circuit,12
ai,Fox,Wii Moonview Highway,15
ai,Fox,Wii Mario Circuit,6
ai,ETH4N (bag),Wii Maple Treeway,1
ai,ETH4N (bag),Wii Koopa Cape,1
ai,ETH4N (bag),N64 Sherbet Land,1
ai,ETH4N (bag),Wii Bowser's Castle,0
ai,ETH4N (bag),GBA Bowser Castle 3,0
ai,ETH4N (bag),DS Delfino Square,0
ai,ETH4N (bag),N64 Bowser's Castle,1
ai,ETH4N (bag),DS Peach Gardens,1
ai,ETH4N (bag),GCN DK Mountain,0
ai,ETH4N (bag),Wii Luigi Circuit,0
ai,ETH4N (bag),Wii Moonview Highway,0
ai,ETH4N (bag),Wii Mario Circuit,0
Jx,mura,Wii Maple Treeway,15
Jx,mura,Wii Koopa Cape,15
Jx,mura,N64 Sherbet Land,6
Jx,mura,Wii Bowser's Castle,10
Jx,mura,GBA Bowser Castle 3,2
Jx,mura,DS Delfino Square,3
Jx,mura,N64 Bowser's Castle,10
Jx,mura,DS Peach Gardens,4
Jx,mura,GCN DK Mountain,3
Jx,mura,Wii Luigi Circuit,6
Jx,mura,Wii Moonview Highway,6
Jx,mura,Wii Mario Circuit,4
Jx,frozen,Wii Maple Treeway,4
Jx,frozen,Wii Koopa Cape,4
Jx,frozen,N64 Sherbet Land,4
Jx,frozen,Wii Bowser's Castle,4
Jx,frozen,GBA Bowser Castle 3,4
Jx,frozen,DS Delfino Square,12
Jx,frozen,N64 Bowser's Castle,4
Jx,frozen,DS Peach Gardens,2
Jx,frozen,GCN DK Mountain,15
Jx,frozen,Wii Luigi Circuit,4
Jx,frozen,Wii Moonview Highway,8
Jx,frozen,Wii Mario Circuit,10
Jx,pandora,Wii Maple Treeway,2
Jx,pandora,Wii Koopa Cape,8
Jx,pandora,N64 Sherbet Land,3
Jx,pandora,Wii Bowser's Castle,6
Jx,pandora,GBA Bowser Castle 3,15
Jx,pandora,DS Delfino Square,10
Jx,pandora,N64 Bowser's Castle,6
Jx,pandora,DS Peach Gardens,8
Jx,pandora,GCN DK Mountain,4
Jx,pandora,Wii Luigi Circuit,8
Jx,pandora,Wii Moonview Highway,4
Jx,pandora (bag),Wii Mario Circuit,1
Jx,Jeff,Wii Maple Treeway,8
Jx,Jeff,Wii Koopa Cape,3
Jx,Jeff,N64 Sherbet Land,8
Jx,Jeff,Wii Bowser's Castle,12
Jx,Jeff,GBA Bowser Castle 3,3
Jx,Jeff,DS Delfino Square,4
Jx,Jeff,N64 Bowser's Castle,2
Jx,Jeff,DS Peach Gardens,3
Jx,Jeff,GCN DK Mountain,8
Jx,Jeff,Wii Luigi Circuit,15
Jx,Jeff,Wii Moonview Highway,3
Jx,Jeff,Wii Mario Circuit,2
Jx,Kim (bag),Wii Maple Treeway,0
Jx,Kim (bag),Wii Koopa Cape,0
Jx,Kim (bag),N64 Sherbet Land,0
Jx,Kim (bag),Wii Bowser's Castle,1
Jx,Kim (bag),GBA Bowser Castle 3,1
Jx,Kim (bag),DS Delfino Square,1
Jx,Kim (bag),N64 Bowser's Castle,0
Jx,Kim (bag),DS Peach Gardens,0
Jx,Kim (bag),GCN DK Mountain,1
Jx,Kim (bag),Wii Luigi Circuit,1
Jx,Kim (bag),Wii Moonview Highway,1
Jx,Kim,Wii Mario Circuit,3
ºrz,Fresh,N64 Sherbet Land,3
ºrz,Fresh,Wii Dry Dry Ruins,12
ºrz,Fresh,GCN Waluigi Stadium,15
ºrz,Fresh,Wii DK Summit,15
ºrz,Fresh,GCN DK Mountain,15
ºrz,Fresh,GBA Bowser Castle 3,10
ºrz,Fresh,Wii Rainbow Road,15
ºrz,Fresh,Wii Bowser's Castle,15
ºrz,Fresh,DS Peach Gardens,12
ºrz,Fresh,Wii Wario's Gold Mine,4
ºrz,Fresh,Wii Grumble Volcano,15
ºrz,Fresh,Wii Moonview Highway,12
ºrz,Goober,N64 Sherbet Land,4
ºrz,Goober,Wii Dry Dry Ruins,10
ºrz,Goober,GCN Waluigi Stadium,3
ºrz,Goober,Wii DK Summit,4
ºrz,Goober,GCN DK Mountain,4
ºrz,Goober,GBA Bowser Castle 3,4
ºrz,Goober,Wii Rainbow Road,10
ºrz,Goober,Wii Bowser's Castle,8
ºrz,Goober,DS Peach Gardens,15
ºrz,Goober,Wii Wario's Gold Mine,10
ºrz,Goober,Wii Grumble Volcano,12
ºrz,Goober,Wii Moonview Highway,2
ºrz,brody,N64 Sherbet Land,2
ºrz,brody,Wii Dry Dry Ruins,8
ºrz,brody,GCN Waluigi Stadium,6
ºrz,brody,Wii DK Summit,12
ºrz,brody,GCN DK Mountain,6
ºrz,brody,GBA Bowser Castle 3,15
ºrz,brody,Wii Rainbow Road,8
ºrz,brody,Wii Bowser's Castle,12
ºrz,brody,DS Peach Gardens,2
ºrz,brody,Wii Wario's Gold Mine,3
ºrz,brody,Wii Grumble Volcano,4
ºrz,brody,Wii Moonview Highway,8
ºrz,zilla,N64 Sherbet Land,15
ºrz,zilla,Wii Dry Dry Ruins,2
ºrz,zilla,GCN Waluigi Stadium,12
ºrz,zilla,Wii DK Summit,6
ºrz,zilla,GCN DK Mountain,3
ºrz,zilla,GBA Bowser Castle 3,12
ºrz,zilla,Wii Rainbow Road,12
ºrz,zilla,Wii Bowser's Castle,3
ºrz,zilla,DS Peach Gardens,4
ºrz,zilla,Wii Wario's Gold Mine,2
ºrz,zilla,Wii Grumble Volcano,2
ºrz,zilla,Wii Moonview Highway,6
ºrz,Snoopy (bag),N64 Sherbet Land,0
ºrz,Snoopy (bag),Wii Dry Dry Ruins,1
ºrz,Snoopy (bag),GCN Waluigi Stadium,0
ºrz,Snoopy (bag),Wii DK Summit,0
ºrz,Snoopy (bag),GCN DK Mountain,0
ºrz,Snoopy (bag),GBA Bowser Castle 3,0
ºrz,Snoopy (bag),Wii Rainbow Road,0
ºrz,Snoopy (bag),Wii Bowser's Castle,0
ºrz,Snoopy (bag),DS Peach Gardens,0
ºrz,Snoopy (bag),Wii Wario's Gold Mine,1
ºrz,Snoopy (bag),Wii Grumble Volcano,0
ºrz,Snoopy (bag),Wii Moonview Highway,0
LV,BiggestBurgerBC3,N64 Sherbet Land,12
LV,BiggestBurgerBC3,Wii Dry Dry Ruins,4
LV,BiggestBurgerBC3,GCN Waluigi Stadium,8
LV,BiggestBurgerBC3,Wii DK Summit,10
LV,BiggestBurgerBC3,GCN DK Mountain,10
LV,BiggestBurgerBC3,GBA Bowser Castle 3,8
LV,BiggestBurgerBC3,Wii Rainbow Road,4
LV,BiggestBurgerBC3,Wii Bowser's Castle,6
LV,BiggestBurgerBC3,DS Peach Gardens,10
LV,BiggestBurgerBC3,Wii Wario's Gold Mine,12
LV,BiggestBurgerBC3,Wii Grumble Volcano,10
LV,BiggestBurgerBC3,Wii Moonview Highway,10
LV,Commander Erwin,N64 Sherbet Land,8
LV,Commander Erwin,Wii Dry Dry Ruins,6
LV,Commander Erwin,GCN Waluigi Stadium,2
LV,Commander Erwin,Wii DK Summit,2
LV,Commander Erwin,GCN DK Mountain,12
LV,Commander Erwin,GBA Bowser Castle 3,2
LV,Commander Erwin,Wii Rainbow Road,2
LV,Commander Erwin,Wii Bowser's Castle,10
LV,Commander Erwin,DS Peach Gardens,6
LV,Commander Erwin,Wii Wario's Gold Mine,15
LV,Commander Erwin,Wii Grumble Volcano,6
LV,Commander Erwin,Wii Moonview Highway,15
LV,Stubbz,N64 Sherbet Land,6
LV,Stubbz,Wii Dry Dry Ruins,15
LV,Stubbz,GCN Waluigi Stadium,4
LV,Stubbz,Wii DK Summit,8
LV,Stubbz,GCN DK Mountain,8
LV,Stubbz,GBA Bowser Castle 3,3
LV,Stubbz,Wii Rainbow Road,3
LV,Stubbz,Wii Bowser's Castle,4
LV,Stubbz,DS Peach Gardens,8
LV,Stubbz,Wii Wario's Gold Mine,8
LV,Stubbz,Wii Grumble Volcano,8
LV,Stubbz,Wii Moonview Highway,3
LV,Ivan,N64 Sherbet Land,10
LV,Ivan,Wii Dry Dry Ruins,3
LV,Ivan,GCN Waluigi Stadium,10
LV,Ivan,Wii DK Summit,3
LV,Ivan,GCN DK Mountain,2
LV,Ivan,GBA Bowser Castle 3,6
LV,Ivan,Wii Rainbow Road,6
LV,Ivan,Wii Bowser's Castle,2
LV,Ivan,DS Peach Gardens,3
LV,Ivan,Wii Wario's Gold Mine,6
LV,Ivan,Wii Grumble Volcano,3
LV,Ivan,Wii Moonview Highway,4
LV,Kaizo (bag),N64 Sherbet Land,1
LV,Kaizo (bag),Wii Dry Dry Ruins,0
LV,Kaizo (bag),GCN Waluigi Stadium,1
LV,Kaizo (bag),Wii DK Summit,1
LV,Kaizo (bag),GCN DK Mountain,1
LV,Kaizo (bag),GBA Bowser Castle 3,1
LV,Kaizo (bag),Wii Rainbow Road,1
LV,Kaizo (bag),Wii Bowser's Castle,1
LV,Kaizo (bag),DS Peach Gardens,1
LV,Kaizo (bag),Wii Wario's Gold Mine,0
LV,Kaizo (bag),Wii Grumble Volcano,1
LV,Kaizo (bag),Wii Moonview Highway,1
Jx,Jeff,GBA Bowser Castle 3,10
Jx,Jeff,Wii Toad's Factory,8
Jx,Jeff,Wii Bowser's Castle,12
Jx,Jeff,N64 Bowser's Castle,8
Jx,Jeff,N64 Sherbet Land,6
Jx,Jeff,Wii Moonview Highway,12
Jx,Jeff,Wii Maple Treeway,10
Jx,Jeff,Wii DK Summit,10
Jx,Jeff,DS Peach Gardens,12
Jx,Jeff,GCN DK Mountain,12
Jx,Jeff,N64 DK's Jungle Parkway,15
Jx,Jeff,Wii Koopa Cape,10
Jx,frozen,GBA Bowser Castle 3,15
Jx,frozen,Wii Toad's Factory,12
Jx,frozen,Wii Bowser's Castle,4
Jx,frozen,N64 Bowser's Castle,2
Jx,frozen,N64 Sherbet Land,8
Jx,frozen,Wii Moonview Highway,15
Jx,frozen,Wii Maple Treeway,15
Jx,frozen,Wii DK Summit,6
Jx,frozen,DS Peach Gardens,2
Jx,frozen,GCN DK Mountain,3
Jx,frozen,N64 DK's Jungle Parkway,12
Jx,frozen,Wii Koopa Cape,12
Jx,pandora,GBA Bowser Castle 3,8
Jx,pandora,Wii Toad's Factory,15
Jx,pandora,Wii Bowser's Castle,10
Jx,pandora,N64 Bowser's Castle,6
Jx,pandora,N64 Sherbet Land,12
Jx,pandora,Wii Moonview Highway,10
Jx,pandora,Wii Maple Treeway,3
Jx,pandora,Wii DK Summit,15
Jx,pandora,DS Peach Gardens,6
Jx,pandora,GCN DK Mountain,2
Jx,pandora,N64 DK's Jungle Parkway,10
Jx,pandora,Wii Koopa Cape,6
Jx,mura,GBA Bowser Castle 3,12
Jx,mura,Wii Toad's Factory,3
Jx,mura,Wii Bowser's Castle,8
Jx,mura,N64 Bowser's Castle,12
Jx,mura,N64 Sherbet Land,15
Jx,mura,Wii Moonview Highway,4
Jx,mura,Wii Maple Treeway,4
Jx,mura,Wii DK Summit,12
Jx,mura,DS Peach Gardens,15
Jx,mura,GCN DK Mountain,10
Jx,mura,N64 DK's Jungle Parkway,2
Jx,mura,Wii Koopa Cape,2
Jx,Kim,GBA Bowser Castle 3,3
Jx,Kim (bag),Wii Toad's Factory,0
Jx,Kim (bag),Wii Bowser's Castle,0
Jx,Kim (bag),N64 Bowser's Castle,0
Jx,Kim (bag),N64 Sherbet Land,1
Jx,Kim (bag),Wii Moonview Highway,0
Jx,Kim (bag),Wii Maple Treeway,0
Jx,Kim (bag),Wii DK Summit,0
Jx,Kim (bag),DS Peach Gardens,0
Jx,Kim (bag),GCN DK Mountain,1
Jx,Kim (bag),N64 DK's Jungle Parkway,0
Jx,Kim (bag),Wii Koopa Cape,1
ai,ego death party,GBA Bowser Castle 3,2
ai,ego death party,Wii Toad's Factory,10
ai,ego death party,Wii Bowser's Castle,15
ai,ego death party,N64 Bowser's Castle,15
ai,ego death party,N64 Sherbet Land,4
ai,ego death party,Wii Moonview Highway,3
ai,ego death party,Wii Maple Treeway,6
ai,ego death party,Wii DK Summit,3
ai,ego death party,DS Peach Gardens,4
ai,ego death party,GCN DK Mountain,8
ai,ego death party,N64 DK's Jungle Parkway,8
ai,ego death party,Wii Koopa Cape,15
ai,Gizbro,GBA Bowser Castle 3,6
ai,Gizbro,Wii Toad's Factory,6
ai,Gizbro,Wii Bowser's Castle,6
ai,Gizbro,N64 Bowser's Castle,10
ai,Gizbro,N64 Sherbet Land,10
ai,Gizbro,Wii Moonview Highway,8
ai,Gizbro,Wii Maple Treeway,12
ai,Gizbro,Wii DK Summit,8
ai,Gizbro,DS Peach Gardens,10
ai,Gizbro,GCN DK Mountain,4
ai,Gizbro,N64 DK's Jungle Parkway,4
ai,Gizbro,Wii Koopa Cape,3
ai,barney,GBA Bowser Castle 3,3
ai,barney,Wii Toad's Factory,4
ai,barney,Wii Bowser's Castle,3
ai,barney,N64 Bowser's Castle,3
ai,barney,N64 Sherbet Land,3
ai,barney,Wii Moonview Highway,6
ai,barney,Wii Maple Treeway,8
ai,barney,Wii DK Summit,2
ai,barney,DS Peach Gardens,3
ai,barney,GCN DK Mountain,6
ai,barney,N64 DK's Jungle Parkway,6
ai,barney,Wii Koopa Cape,8
ai,Fox,GBA Bowser Castle 3,12
ai,Fox (bag),Wii Toad's Factory,0
ai,Fox (bag),Wii Bowser's Castle,0
ai,Fox (bag),N64 Bowser's Castle,0
ai,Fox,N64 Sherbet Land,10
ai,Fox (bag),Wii Moonview Highway,0
ai,Fox (bag),Wii Maple Treeway,0
ai,Fox (bag),Wii DK Summit,0
ai,Fox,DS Peach Gardens,8
ai,Fox,GCN DK Mountain,15
ai,Fox,N64 DK's Jungle Parkway,3
ai,Fox,Wii Koopa Cape,4
ai,macy,GBA Bowser Castle 3,3
ai,macy,Wii Toad's Factory,4
ai,macy,Wii Bowser's Castle,3
ai,macy,N64 Bowser's Castle,3
ai,macy,N64 Sherbet Land,3
ai,macy,Wii Moonview Highway,3
ai,macy,Wii Maple Treeway,3
ai,macy,Wii DK Summit,3
ai,macy (bag),DS Peach Gardens,0
ai,macy (bag),GCN DK Mountain,0
ai,macy (bag),N64 DK's Jungle Parkway,0
ai,macy (bag),Wii Koopa Cape,0
ai,Helena,GBA Bowser Castle 3,12
ai,Helena (bag),Wii Toad's Factory,0
ai,Helena (bag),Wii Bowser's Castle,0
ai,Helena (bag),N64 Bowser's Castle,0
ai,Helena (bag),N64 Sherbet Land,0
ai,Helena (bag),Wii Moonview Highway,0
ai,Helena (bag),Wii Maple Treeway,0
ai,Helena (bag),Wii DK Summit,0
ai,Helena (bag),DS Peach Gardens,0
ai,Helena (bag),GCN DK Mountain,0
